Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
3,4.8,Yes,4,High,High,80,Medium,2,2.2,Okay,Quiet,No,1,2,First Time,56.2
1,7.5,Yes,1,Medium,Medium,54,Medium,1,3.8,Sick,Distracting,Yes,1,3,First Time,46.4
6,7.7,No,2,Low,High,54,High,1,0.3,Sick,Distracting,No,2,3,First Time,69.0
4,8.4,No,6,Medium,Medium,64,Medium,4,0.8,Sick,Distracting,No,3,0,First Time,37.6
0,5.1,No,3,Low,Low,82,Low,1,2.6,Okay,Quiet,Yes,2,1,First Time,26.0
7,8.9,No,2,Medium,Low,44,Low,5,2.7,Okay,Distracting,Yes,0,3,Revision,71.8
9,4.8,Yes,2,Low,High,47,High,3,0.7,Healthy,Distracting,Yes,1,2,First Time,100.0
6,7.0,No,7,Medium,Medium,61,Low,5,3.2,Sick,Distracting,No,0,1,First Time,42.6
3,7.3,No,7,High,Medium,78,High,1,3.7,Okay,Distracting,No,0,1,Revision,32.0
1,6.1,No,6,Low,Low,77,Medium,3,0.3,Okay,Distracting,No,4,2,First Time,29.6
6,6.4,Yes,2,Low,Low,78,Medium,5,3.9,Sick,Quiet,No,0,3,Revision,86.0
1,8.5,Yes,3,Medium,High,90,High,3,1.1,Okay,Quiet,Yes,3,0,Revision,72.8
5,7.2,Yes,7,Low,Medium,85,High,4,1.2,Healthy,Quiet,Yes,1,0,First Time,86.2
0,6.5,No,1,Medium,High,82,Medium,1,0.2,Sick,Quiet,No,4,3,Revision,47.6
6,4.6,No,4,High,High,90,High,3,2.0,Sick,Distracting,Yes,3,0,First Time,53.2
6,4.0,No,5,High,High,97,Low,2,3.8,Sick,Quiet,Yes,3,0,Revision,52.4
3,4.6,No,1,Medium,Medium,53,Low,4,0.6,Sick,Distracting,Yes,2,3,First Time,47.0
3,8.8,Yes,4,Medium,Low,58,Low,1,2.3,Okay,Quiet,Yes,4,3,First Time,53.8
9,7.8,No,3,High,Medium,65,Medium,4,1.1,Sick,Distracting,Yes,0,3,First Time,73.2
4,8.8,Yes,4,Low,Medium,77,Medium,2,0.1,Healthy,Distracting,Yes,1,3,Revision,85.2
1,4.2,No,3,Low,Medium,72,Medium,1,3.9,Sick,Distracting,No,4,1,Revision,26.6
8,7.4,No,4,Low,High,85,High,4,2.9,Okay,Quiet,Yes,4,0,Revision,96.4
9,4.2,No,7,High,High,51,Medium,4,2.9,Healthy,Quiet,No,3,0,First Time,69.6
3,7.9,No,1,Medium,Medium,68,Medium,3,2.7,Healthy,Distracting,Yes,1,2,Revision,62.8
8,5.9,No,6,High,High,51,Low,3,0.6,Healthy,Quiet,No,4,0,Revision,77.6
2,4.5,No,6,Low,High,68,Medium,4,0.8,Healthy,Distracting,No,0,1,Revision,53.4
8,6.8,Yes,6,Medium,Low,80,High,3,1.5,Sick,Quiet,Yes,4,3,Revision,92.6
0,5.4,Yes,3,Medium,Medium,80,High,1,4.0,Sick,Quiet,No,1,3,Revision,46.8
6,7.3,Yes,2,Low,Medium,85,Low,3,2.7,Healthy,Distracting,Yes,0,3,First Time,88.0
3,7.3,Yes,6,Medium,High,59,Low,1,1.8,Okay,Quiet,No,3,2,Revision,64.8
6,7.5,Yes,3,Low,Medium,73,High,1,1.9,Okay,Distracting,Yes,1,3,First Time,84.2
9,9.0,No,7,High,Medium,85,Low,1,3.7,Healthy,Quiet,Yes,0,3,Revision,72.6
5,5.9,No,3,Medium,Medium,94,Low,1,0.8,Okay,Quiet,Yes,0,1,Revision,64.2
3,6.3,Yes,4,Low,Medium,69,High,4,1.3,Healthy,Distracting,No,2,2,Revision,80.0
3,8.0,No,3,Low,High,68,Low,5,1.5,Healthy,Quiet,Yes,3,3,First Time,72.0
7,6.9,No,4,High,Low,78,High,5,3.6,Sick,Distracting,Yes,0,0,First Time,53.6
6,4.2,No,7,Medium,High,86,High,1,3.1,Sick,Distracting,Yes,2,1,First Time,45.2
3,8.2,No,1,Medium,Low,93,High,5,2.4,Healthy,Distracting,Yes,0,3,First Time,58.8
5,4.3,Yes,3,Medium,Medium,79,Low,1,1.3,Sick,Quiet,Yes,4,1,First Time,62.0
5,4.9,No,2,Medium,Medium,90,High,5,0.8,Okay,Distracting,Yes,3,0,Revision,72.2
0,4.5,Yes,2,High,Medium,41,Medium,2,1.3,Sick,Distracting,No,0,2,First Time,30.4
1,4.4,Yes,1,High,Medium,65,Medium,3,3.7,Healthy,Distracting,No,2,3,First Time,46.4
3,4.1,No,7,Medium,Medium,40,Medium,5,3.6,Healthy,Distracting,Yes,3,0,Revision,47.0
5,4.3,No,6,Low,Medium,67,Low,1,1.7,Healthy,Distracting,Yes,1,3,First Time,53.2
5,6.2,No,2,Medium,Medium,90,High,3,1.3,Okay,Distracting,Yes,0,1,Revision,69.8
0,5.3,Yes,4,Medium,Low,95,Medium,3,3.5,Sick,Distracting,Yes,3,3,First Time,32.6
7,4.6,No,3,Low,High,99,High,4,1.8,Sick,Quiet,Yes,3,0,First Time,78.6
1,7.3,Yes,5,Medium,Medium,47,Low,4,0.2,Sick,Distracting,No,2,2,First Time,42.0
4,5.1,No,7,Low,Medium,70,Low,5,1.4,Healthy,Quiet,Yes,1,3,First Time,62.4
3,4.1,Yes,3,High,Medium,78,Medium,4,2.4,Okay,Quiet,Yes,4,0,Revision,66.4
4,6.1,Yes,7,Low,Low,99,Low,1,3.8,Healthy,Distracting,Yes,2,2,First Time,53.6
4,5.6,Yes,7,High,Medium,89,Low,4,1.7,Sick,Quiet,Yes,2,2,First Time,53.8
9,5.6,Yes,3,Medium,High,58,High,2,1.0,Okay,Distracting,Yes,3,2,First Time,99.2
7,6.2,Yes,5,Low,Low,52,High,5,1.5,Sick,Distracting,No,4,1,First Time,74.4
9,7.3,Yes,6,Low,Low,55,Medium,3,0.2,Healthy,Distracting,No,1,3,Revision,100.0
6,7.1,Yes,7,Medium,Medium,62,Medium,3,3.6,Healthy,Quiet,Yes,4,2,Revision,86.6
8,8.7,No,2,High,Low,50,High,2,0.1,Okay,Quiet,Yes,4,0,Revision,79.4
0,6.6,Yes,2,Low,Medium,63,Low,1,0.0,Okay,Distracting,Yes,4,0,First Time,50.2
5,6.4,No,3,Low,High,96,Medium,3,2.5,Okay,Distracting,No,3,3,First Time,63.8
5,5.1,No,2,Medium,High,93,High,2,0.6,Sick,Quiet,No,3,0,First Time,60.0
1,7.8,No,7,High,Low,49,Low,4,1.2,Sick,Quiet,Yes,4,1,First Time,19.0
7,4.7,Yes,7,Medium,Low,90,Low,5,2.0,Okay,Quiet,Yes,3,2,First Time,73.4
5,6.5,Yes,4,Low,Medium,96,Low,2,3.2,Healthy,Distracting,No,0,0,First Time,66.6
9,6.1,No,7,Medium,Low,44,Medium,2,1.6,Healthy,Quiet,No,0,1,Revision,75.0
8,7.3,Yes,4,Medium,High,51,Medium,4,3.8,Okay,Distracting,Yes,2,3,Revision,99.8
9,8.6,Yes,5,High,Low,75,High,1,1.8,Healthy,Quiet,Yes,3,3,Revision,97.2
4,8.7,No,7,High,High,96,High,4,3.7,Healthy,Distracting,Yes,1,1,First Time,47.2
6,4.8,No,3,Medium,Medium,65,High,4,1.8,Healthy,Quiet,Yes,0,0,Revision,82.0
5,5.3,No,6,Medium,High,67,High,3,2.1,Okay,Quiet,No,2,0,First Time,56.4
4,8.1,No,4,Medium,Low,55,High,2,3.8,Sick,Distracting,Yes,4,1,First Time,35.2
5,6.6,No,1,Low,High,41,Medium,2,2.7,Sick,Distracting,Yes,0,1,First Time,61.8
3,6.3,No,2,High,High,65,Low,4,0.6,Sick,Quiet,Yes,4,1,Revision,58.4
2,7.6,No,6,Low,Low,43,Low,4,2.4,Okay,Quiet,Yes,4,1,Revision,47.0
0,7.0,Yes,3,High,Medium,68,Medium,2,0.9,Healthy,Quiet,No,1,1,First Time,48.2
0,8.9,Yes,4,High,High,55,Low,2,1.2,Sick,Quiet,Yes,3,0,First Time,38.8
5,6.9,Yes,5,Low,Low,61,Medium,2,3.4,Healthy,Quiet,Yes,4,2,First Time,76.0
8,6.3,No,4,Low,High,82,Low,1,2.7,Healthy,Distracting,Yes,0,3,Revision,87.2
7,6.7,Yes,1,Medium,High,45,Low,4,1.1,Okay,Quiet,Yes,2,0,First Time,97.2
1,8.0,No,4,High,High,67,High,4,0.0,Okay,Quiet,No,4,1,First Time,43.0
8,7.1,No,3,High,Medium,50,Medium,3,2.1,Okay,Quiet,Yes,1,2,Revision,82.6
7,7.2,No,5,High,High,81,Low,3,1.0,Okay,Quiet,No,0,1,Revision,70.6
8,8.9,Yes,7,Medium,Low,86,Medium,5,0.1,Sick,Quiet,Yes,0,3,Revision,91.0
3,7.1,No,5,High,Low,60,Medium,2,0.3,Healthy,Distracting,Yes,1,0,Revision,47.2
8,5.9,No,1,High,High,65,High,2,2.7,Sick,Quiet,No,0,0,Revision,77.4
1,7.5,No,3,Low,Medium,78,High,5,1.7,Healthy,Distracting,No,0,1,Revision,56.6
0,7.3,Yes,1,Low,Low,92,High,4,1.0,Sick,Distracting,No,4,1,Revision,55.4
8,4.1,Yes,1,Medium,Medium,86,Low,2,3.5,Healthy,Distracting,Yes,0,0,First Time,82.2
9,6.3,No,1,High,Medium,61,Low,3,3.3,Okay,Distracting,No,0,3,Revision,76.0
7,7.7,No,4,Medium,Low,69,Low,1,1.9,Okay,Distracting,No,2,3,Revision,58.8
6,6.5,No,2,Low,Low,69,Low,4,1.1,Healthy,Distracting,Yes,4,0,Revision,76.8
7,7.9,Yes,4,High,Medium,72,High,1,2.0,Sick,Quiet,No,0,0,First Time,68.2
0,6.3,No,3,High,High,79,Medium,1,3.0,Healthy,Distracting,No,0,2,Revision,34.6
8,8.9,No,6,Medium,Medium,69,Medium,5,0.0,Okay,Quiet,Yes,1,2,First Time,78.2
9,5.5,Yes,1,High,Low,76,Medium,1,2.5,Okay,Quiet,No,2,0,Revision,87.0
8,4.5,Yes,1,High,Medium,92,Low,2,2.8,Okay,Quiet,No,4,1,Revision,83.4
8,6.2,Yes,2,Low,Low,69,Low,5,3.3,Sick,Quiet,Yes,3,3,Revision,98.8
5,6.7,Yes,5,Medium,High,65,Low,3,0.9,Healthy,Quiet,Yes,1,0,Revision,90.6
3,5.7,Yes,1,Low,High,45,Medium,1,0.8,Sick,Quiet,No,0,3,Revision,79.8
1,5.2,Yes,4,Medium,High,93,Low,2,0.9,Okay,Distracting,Yes,0,3,First Time,52.6
3,7.4,No,7,Low,High,95,Medium,2,3.7,Okay,Quiet,Yes,3,3,Revision,60.8
6,5.9,Yes,1,Medium,High,43,Low,3,0.6,Sick,Distracting,Yes,1,0,First Time,78.6
0,7.2,Yes,3,High,Low,54,Medium,5,3.1,Healthy,Distracting,No,2,3,First Time,42.4
8,7.9,No,7,High,Medium,75,Low,5,3.9,Sick,Distracting,No,2,1,Revision,52.4
2,7.8,No,2,Medium,High,42,High,5,3.8,Okay,Quiet,Yes,0,2,Revision,66.8
3,5.9,No,6,Medium,Low,96,Low,3,1.6,Healthy,Quiet,Yes,2,3,Revision,54.6
4,6.8,Yes,5,Medium,Medium,55,Medium,3,3.4,Healthy,Quiet,Yes,2,2,First Time,72.8
2,6.2,Yes,6,Medium,Medium,55,Medium,3,2.7,Healthy,Distracting,Yes,4,0,Revision,61.0
3,8.4,Yes,3,High,High,79,Medium,5,3.5,Okay,Quiet,No,3,1,Revision,69.2
4,8.4,Yes,4,Medium,High,92,High,1,0.6,Okay,Quiet,No,3,0,Revision,78.0
0,5.7,Yes,6,High,Medium,66,High,3,3.1,Okay,Quiet,No,3,3,First Time,39.2
8,4.5,No,3,High,Medium,95,Medium,3,2.3,Okay,Distracting,Yes,4,0,Revision,69.4
9,4.8,No,6,Medium,Low,45,Medium,5,2.2,Sick,Quiet,Yes,3,1,Revision,74.2
9,5.8,Yes,1,High,High,60,Medium,3,2.9,Healthy,Quiet,No,1,0,First Time,97.8
3,6.8,Yes,2,Medium,Medium,52,Low,1,1.1,Sick,Quiet,No,1,1,Revision,62.4
8,7.3,No,1,High,Medium,48,Medium,5,0.3,Okay,Quiet,No,1,2,First Time,80.8
3,5.7,Yes,2,Medium,High,80,Low,3,2.0,Okay,Quiet,Yes,2,1,Revision,77.4
0,7.3,No,4,Medium,Low,82,High,3,1.2,Healthy,Quiet,No,3,2,Revision,45.0
4,8.7,No,3,Low,Low,47,High,4,1.0,Healthy,Distracting,No,2,0,Revision,63.6
8,7.3,No,6,Low,High,67,Medium,4,4.0,Okay,Quiet,No,2,3,First Time,78.4
2,4.8,No,2,Medium,Low,84,High,2,0.8,Okay,Quiet,No,2,0,Revision,47.0
4,6.9,No,3,Low,Low,97,Low,2,0.9,Healthy,Distracting,Yes,4,3,Revision,66.0
2,6.7,No,7,High,Low,58,Low,3,1.3,Okay,Quiet,Yes,2,3,Revision,39.8
2,8.4,No,6,Medium,Medium,68,Medium,4,2.0,Sick,Distracting,Yes,3,3,Revision,42.2
0,5.8,No,7,Medium,Medium,70,Medium,2,3.5,Sick,Quiet,No,2,3,First Time,16.6
1,6.1,Yes,7,Medium,Low,96,High,5,0.7,Healthy,Distracting,No,4,2,First Time,48.8
1,7.0,No,2,Low,High,93,Medium,4,2.5,Sick,Quiet,Yes,4,0,First Time,51.0
8,6.6,No,1,Low,High,96,Medium,1,1.5,Okay,Distracting,No,2,0,Revision,85.2
6,7.6,No,2,High,High,72,Medium,1,3.2,Healthy,Distracting,Yes,4,1,Revision,69.4
7,4.2,No,2,Low,Low,88,Low,1,2.4,Okay,Quiet,No,4,3,Revision,68.6
1,6.8,No,5,Low,High,45,High,1,3.2,Okay,Quiet,Yes,0,1,First Time,45.2
8,4.6,Yes,6,High,Medium,83,Medium,4,3.4,Healthy,Quiet,Yes,4,3,Revision,93.4
2,5.6,No,6,Medium,High,43,Medium,5,3.6,Okay,Distracting,No,4,2,First Time,36.0
9,7.3,Yes,7,Medium,High,92,Medium,1,4.0,Sick,Distracting,Yes,4,1,First Time,75.4
1,4.8,No,4,High,Medium,55,Low,5,2.5,Okay,Distracting,Yes,2,0,First Time,25.6
0,5.5,No,6,Low,Medium,92,Low,2,2.6,Sick,Quiet,No,1,1,First Time,17.8
8,7.5,Yes,1,High,Low,42,Medium,2,0.6,Okay,Quiet,No,2,1,First Time,81.8
7,7.3,Yes,1,High,Low,64,High,3,0.4,Healthy,Quiet,Yes,3,3,First Time,96.6
3,4.5,No,3,Medium,Low,56,Low,4,2.0,Okay,Quiet,No,2,3,Revision,49.0
6,6.9,No,2,Low,Low,61,Medium,1,2.8,Healthy,Quiet,Yes,4,3,Revision,81.2
2,4.7,Yes,2,Medium,Low,57,High,5,1.0,Healthy,Distracting,No,1,0,First Time,58.4
2,5.3,Yes,6,Medium,Medium,71,Medium,5,1.3,Okay,Distracting,Yes,4,0,First Time,53.0
3,6.3,No,2,High,Medium,57,High,4,2.8,Sick,Quiet,Yes,1,0,First Time,47.0
1,4.5,Yes,1,Medium,Medium,96,Low,2,0.8,Okay,Quiet,No,4,1,Revision,57.4
9,9.0,Yes,5,Medium,High,65,High,4,2.1,Sick,Quiet,No,2,3,Revision,100.0
3,4.8,Yes,3,Medium,High,89,Low,5,2.2,Okay,Distracting,No,4,1,First Time,58.2
9,7.9,Yes,2,Low,High,64,Low,4,3.7,Sick,Distracting,No,2,3,First Time,91.8
2,8.1,Yes,5,Low,Low,67,High,2,1.6,Healthy,Distracting,No,4,0,Revision,60.6
7,9.0,No,6,Medium,High,99,Low,2,0.8,Sick,Quiet,Yes,2,3,First Time,64.4
1,6.1,No,4,High,Low,79,High,1,0.7,Healthy,Distracting,No,4,3,First Time,28.8
8,8.4,No,1,High,Low,62,High,1,1.2,Healthy,Quiet,No,0,3,First Time,73.8
2,8.8,No,4,Medium,Low,47,Low,1,1.1,Okay,Distracting,Yes,4,0,First Time,26.2
3,4.9,No,1,Low,Low,52,Low,2,3.0,Healthy,Distracting,No,1,1,Revision,47.8
9,6.4,No,3,High,High,83,Low,5,2.4,Healthy,Quiet,Yes,1,3,First Time,91.0
9,4.3,Yes,6,High,Medium,96,Low,1,2.7,Okay,Distracting,Yes,0,1,Revision,75.2
2,7.1,Yes,4,Low,Low,86,Low,4,2.5,Sick,Distracting,No,3,3,Revision,54.8
2,6.9,Yes,3,Low,High,49,Medium,5,1.9,Okay,Quiet,No,3,0,First Time,72.0
7,5.0,No,7,High,Low,80,Medium,3,3.7,Sick,Distracting,Yes,1,0,First Time,36.6
7,8.0,Yes,7,Medium,Low,42,Medium,1,3.3,Sick,Distracting,No,4,0,First Time,50.4
5,4.2,Yes,3,High,Medium,49,Medium,3,0.8,Okay,Distracting,No,0,2,Revision,68.8
3,8.0,Yes,3,Low,Low,88,Medium,1,1.7,Healthy,Distracting,Yes,3,3,First Time,65.6
0,4.1,Yes,4,Low,Medium,54,High,5,1.2,Sick,Quiet,No,1,2,Revision,58.8
3,7.3,Yes,4,Low,High,63,Low,3,3.0,Healthy,Quiet,No,0,0,First Time,70.4
7,4.4,No,4,Low,Low,49,Medium,2,1.4,Sick,Distracting,Yes,3,2,Revision,64.0
5,5.3,No,7,Medium,Medium,91,High,1,2.6,Okay,Quiet,Yes,1,0,Revision,57.4
1,7.6,Yes,7,High,Low,60,High,4,1.2,Sick,Distracting,Yes,2,0,First Time,34.4
2,5.4,Yes,2,Low,Low,85,Medium,3,0.7,Healthy,Distracting,Yes,2,3,First Time,67.4
6,6.6,No,3,Low,Low,98,Medium,4,0.0,Healthy,Distracting,Yes,0,2,Revision,82.2
3,8.6,No,6,Low,Medium,87,Medium,3,4.0,Healthy,Distracting,Yes,2,0,Revision,51.8
3,4.2,Yes,2,High,High,93,Medium,5,0.9,Okay,Quiet,Yes,0,2,First Time,72.6
4,8.1,Yes,1,Low,Medium,77,High,4,3.3,Okay,Distracting,Yes,0,2,First Time,78.2
7,4.3,No,7,High,High,78,Low,1,3.3,Healthy,Quiet,No,3,1,First Time,50.0
6,4.6,No,4,Medium,Medium,81,Low,2,0.9,Okay,Quiet,Yes,3,2,Revision,68.4
8,4.6,Yes,6,Low,Medium,90,High,5,1.7,Okay,Distracting,Yes,0,3,First Time,92.8
4,9.0,Yes,5,Medium,High,89,Medium,3,3.3,Okay,Quiet,No,4,0,Revision,70.4
0,4.9,No,1,High,High,67,Low,1,2.8,Okay,Distracting,Yes,0,0,First Time,23.2
3,8.5,Yes,3,Medium,High,80,Medium,3,1.5,Okay,Distracting,Yes,4,0,Revision,73.0
5,9.0,No,7,Low,Medium,41,Low,4,3.8,Okay,Quiet,No,2,3,First Time,50.4
5,5.9,Yes,7,Medium,High,80,Low,4,1.4,Okay,Quiet,No,1,2,First Time,70.0
8,7.2,Yes,3,Medium,Low,97,Low,2,0.8,Okay,Distracting,Yes,3,0,First Time,79.0
9,7.9,No,6,Medium,Low,43,High,4,0.6,Okay,Distracting,No,0,3,Revision,79.0
4,6.0,Yes,2,Medium,Low,82,Medium,5,2.8,Sick,Quiet,Yes,2,3,Revision,77.4
4,4.8,Yes,7,Medium,Low,88,Low,3,0.1,Healthy,Distracting,No,3,1,Revision,58.4
5,6.2,No,4,High,High,42,Low,3,3.4,Okay,Distracting,No,3,1,First Time,42.6
5,7.9,No,7,High,High,71,Low,5,1.2,Sick,Distracting,Yes,4,0,First Time,44.8
2,7.9,No,6,Low,Low,97,Medium,4,1.5,Sick,Quiet,Yes,1,0,Revision,46.2
5,5.2,Yes,4,High,High,86,Low,4,3.2,Sick,Distracting,Yes,0,2,First Time,60.0
7,4.9,No,7,High,Low,73,High,5,3.3,Sick,Distracting,No,1,2,First Time,41.2
5,8.6,No,1,Low,Medium,55,Low,2,1.6,Sick,Distracting,Yes,0,3,Revision,65.6
4,4.2,No,6,High,High,43,Low,1,2.2,Healthy,Distracting,Yes,4,2,First Time,40.0
2,7.7,No,1,Low,Medium,57,High,1,2.7,Sick,Quiet,No,4,1,First Time,43.2
0,4.2,Yes,1,Low,High,67,Medium,4,2.8,Healthy,Quiet,Yes,3,2,First Time,68.8
4,8.2,No,5,High,High,81,Medium,1,2.1,Sick,Quiet,No,3,3,First Time,41.4
5,8.5,Yes,5,Medium,High,45,Low,1,3.4,Healthy,Quiet,Yes,3,2,First Time,73.2
5,5.5,Yes,3,Low,Medium,82,Medium,1,3.4,Healthy,Distracting,Yes,2,2,First Time,74.2
5,4.4,No,7,Medium,Medium,81,High,4,3.4,Sick,Distracting,Yes,4,3,First Time,45.0
2,6.4,No,3,Low,Low,40,Medium,3,1.1,Okay,Quiet,No,4,1,Revision,51.6
3,5.5,No,3,High,Medium,55,Low,4,1.0,Healthy,Distracting,Yes,2,0,Revision,53.0
2,6.1,Yes,6,Medium,Medium,76,High,4,0.6,Okay,Distracting,No,4,1,Revision,60.0
1,7.3,No,4,Low,Low,48,Low,2,3.3,Okay,Quiet,Yes,1,0,First Time,32.8
7,5.0,No,3,High,Medium,56,High,2,0.2,Sick,Quiet,Yes,1,3,Revision,75.6
6,5.8,No,2,Medium,Medium,75,High,4,0.5,Okay,Quiet,Yes,2,1,First Time,75.6
7,7.9,Yes,1,High,Low,73,Low,5,3.7,Healthy,Distracting,No,1,0,Revision,79.8
5,7.2,No,6,High,Medium,98,Low,5,0.5,Sick,Quiet,Yes,1,0,Revision,58.6
6,5.6,Yes,4,Medium,Low,70,Medium,2,0.5,Okay,Distracting,Yes,3,1,Revision,76.2
0,7.3,Yes,7,Low,High,73,Medium,2,3.6,Okay,Quiet,No,0,1,First Time,44.2
9,7.8,Yes,5,Low,High,76,Low,3,1.2,Sick,Distracting,Yes,3,2,First Time,92.0
4,7.0,No,1,High,Medium,73,Low,2,3.5,Sick,Distracting,No,4,0,First Time,33.0
3,5.2,No,3,Low,High,84,Medium,1,1.5,Sick,Distracting,Yes,1,0,First Time,45.4
9,4.0,Yes,5,Medium,Medium,76,Low,4,1.5,Okay,Distracting,No,4,0,First Time,77.0
2,8.0,No,5,Medium,Low,40,High,4,0.5,Sick,Distracting,No,3,3,Revision,41.0
1,8.1,Yes,5,High,Low,92,Medium,4,3.7,Sick,Distracting,No,2,1,Revision,32.4
8,7.5,No,6,High,Low,54,Medium,3,3.0,Sick,Distracting,Yes,1,0,Revision,56.0
7,4.4,No,1,Medium,High,70,High,3,0.9,Healthy,Distracting,No,0,2,Revision,86.0
9,6.9,No,4,Medium,Low,90,High,1,2.9,Healthy,Quiet,Yes,2,0,Revision,86.0
1,8.1,Yes,1,High,Low,53,Low,4,0.4,Sick,Quiet,Yes,4,0,Revision,55.0
5,5.9,No,2,High,Medium,83,Low,1,2.1,Healthy,Quiet,Yes,4,0,Revision,63.6
2,5.0,Yes,3,Medium,Medium,73,High,2,1.0,Okay,Quiet,No,4,0,Revision,65.0
2,6.9,No,6,High,Medium,98,High,4,3.4,Sick,Distracting,Yes,4,3,First Time,32.0
4,8.1,No,4,Low,Medium,91,Medium,1,2.0,Okay,Distracting,Yes,3,0,First Time,48.8
6,4.2,No,6,Medium,Low,40,Medium,3,3.7,Sick,Quiet,Yes,0,3,First Time,47.0
6,7.0,No,4,Medium,Medium,74,Medium,3,2.3,Okay,Quiet,Yes,4,2,Revision,75.4
9,7.2,Yes,3,High,High,50,Low,3,2.0,Healthy,Distracting,Yes,1,3,Revision,100.0
0,7.0,Yes,7,High,High,56,Medium,1,2.8,Sick,Quiet,No,1,3,Revision,41.4
6,7.3,No,2,Medium,High,95,High,1,3.1,Sick,Quiet,Yes,0,0,Revision,74.2
6,7.2,Yes,5,High,Medium,44,Medium,1,0.1,Healthy,Quiet,No,2,2,Revision,83.4
5,4.7,Yes,3,Low,Low,56,High,5,2.1,Okay,Distracting,No,4,3,Revision,81.2
5,5.2,Yes,5,High,Medium,57,High,4,3.1,Sick,Quiet,Yes,3,1,Revision,71.2
1,7.1,No,3,Medium,High,64,Low,5,1.6,Healthy,Distracting,Yes,2,1,Revision,56.6
2,4.1,No,1,High,Medium,94,Low,5,0.2,Healthy,Distracting,Yes,3,1,First Time,44.8
2,7.2,No,6,Medium,High,74,Medium,2,0.1,Healthy,Distracting,No,0,2,First Time,44.4
2,7.3,No,2,Low,Low,86,Medium,2,3.2,Healthy,Quiet,Yes,0,2,First Time,52.0
1,5.2,Yes,6,Medium,Low,55,Medium,3,0.8,Okay,Quiet,No,2,3,First Time,44.8
8,7.0,Yes,2,Low,Low,86,Low,5,0.7,Sick,Quiet,Yes,3,1,First Time,93.6
5,6.7,No,3,Low,Low,88,High,2,1.2,Sick,Quiet,Yes,2,1,First Time,60.0
1,5.3,No,2,Low,Low,89,High,5,0.4,Healthy,Quiet,Yes,0,0,Revision,64.8
2,6.3,No,5,Low,Medium,62,Low,4,0.2,Healthy,Distracting,No,4,2,Revision,54.2
9,8.5,Yes,2,Low,Low,79,Medium,5,3.5,Healthy,Quiet,No,0,1,Revision,100.0
5,6.1,No,2,High,Medium,60,Low,3,1.2,Sick,Distracting,No,1,2,Revision,50.8
3,7.1,No,6,Low,High,68,High,1,2.3,Sick,Quiet,Yes,4,2,First Time,52.2
6,4.2,No,2,High,High,99,Low,3,3.4,Sick,Distracting,No,4,2,Revision,52.6
5,4.4,Yes,7,High,Low,85,Low,5,3.9,Healthy,Distracting,No,0,1,First Time,46.0
5,4.4,No,4,High,Medium,75,High,5,2.8,Okay,Quiet,No,1,3,First Time,55.2
2,7.9,Yes,7,Medium,Low,49,Low,1,3.8,Sick,Distracting,Yes,3,1,First Time,26.6
7,5.8,No,3,Medium,High,59,Low,3,1.7,Okay,Quiet,Yes,4,0,Revision,81.2
8,5.1,No,1,Low,Medium,92,Low,3,3.2,Sick,Quiet,No,2,3,Revision,79.8
5,7.7,No,1,High,High,46,Medium,5,3.8,Healthy,Quiet,No,1,2,First Time,68.0
1,4.8,Yes,4,Medium,Medium,69,High,4,0.2,Healthy,Quiet,No,1,3,Revision,72.2
0,5.2,No,6,High,High,68,Medium,2,1.3,Sick,Quiet,Yes,0,2,Revision,32.8
2,6.2,Yes,4,Medium,Low,94,High,5,3.0,Healthy,Distracting,No,0,3,Revision,65.4
2,5.7,No,1,High,Low,91,High,5,1.3,Healthy,Distracting,No,0,2,First Time,43.8
7,6.9,Yes,5,Medium,Low,40,High,2,0.1,Sick,Quiet,Yes,4,0,Revision,86.6
4,5.7,No,1,Low,High,60,Low,1,3.2,Okay,Distracting,No,0,3,First Time,53.0
0,6.0,No,1,Low,High,46,Medium,5,0.7,Okay,Quiet,No,2,2,First Time,53.6
3,8.3,Yes,7,Low,High,83,High,4,1.3,Healthy,Quiet,Yes,0,0,Revision,86.8
6,8.4,Yes,3,High,Low,43,Medium,1,3.6,Healthy,Distracting,Yes,4,3,Revision,74.0
4,8.1,No,1,Low,High,78,Medium,1,0.8,Okay,Quiet,No,3,0,First Time,63.2
9,8.3,No,1,Low,High,95,Medium,1,3.6,Sick,Distracting,No,3,0,First Time,71.2
5,6.8,No,7,Medium,Low,54,Medium,5,1.7,Sick,Quiet,Yes,4,0,Revision,57.2
9,7.2,Yes,2,Medium,High,73,Low,1,3.7,Okay,Quiet,No,4,0,First Time,89.2
3,6.8,No,4,Medium,Medium,41,Low,3,3.5,Healthy,Distracting,No,0,0,Revision,46.6
1,7.9,Yes,7,Low,High,76,High,5,1.7,Sick,Quiet,No,3,0,Revision,63.8
8,6.8,Yes,1,Medium,Low,42,High,5,3.7,Okay,Distracting,Yes,4,1,Revision,97.2
1,4.6,Yes,1,Medium,Medium,87,Low,2,2.5,Okay,Distracting,No,0,2,Revision,50.2
1,8.0,No,5,Low,Low,43,High,1,1.9,Healthy,Quiet,Yes,2,1,Revision,49.2
